,회사명,corp_eng_name,종목코드
67501,테라셈,"TerraSem Co., Ltd.",182690
67560,하이제5호기업인수목적,HI Special Purpose Acquisitoin Company V,340120
67713,대동전자,"DAIDONG ELECTRONICS.,LTD",8110
67761,대백저축은행,DEBEC SAVINGS BANK.,26970
67846,하이골드오션3호선박투자회사,Hi Gold Ocean No.3 Ship Investment Company,153360
67963,서남,"SuNAM Co., Ltd.",294630
68049,레이,"Ray Co., Ltd.",228670
68287,LS네트웍스,LS Networks Corporation Limited,680
68301,방림,"PANGRIM CO.,LTD",3610
68391,자이언트스텝,GIANTSTEP Inc.,289220
68465,진로발효,JinroDistillers,18120
68563,신영증권,"SHINYOUNG SECURITIES CO.,LTD",1720
68669,썬테크,"SUNTECH.CO.,LTD",217320
68785,덱스터,"Dexter studios Co., Ltd.",206560
68920,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",307750
69005,신대양제지,"SHINDAEYANG PAPER CO.,LTD",16590
69126,미애부,"Miev Co., Ltd.",225850
69236,데이타솔루션,"Datasolution, Inc.",263800
69313,에스앤에스텍,S&S TECH CORPORATION,101490
69363,삼영전자공업,"SAMYOUNG ELECTRONICS CO.,LTD",5680
69366,전방,"CHONBANG CO.,LTD",950
69370,지앤엘,"GOLDEN & LUXURY Co., Ltd",14590
69431,금강철강,"KEUM KANG STEEL CO., LTD",53260
69435,전북은행,THE JEONBUK BANK LTD,6350
69448,이구산업,"LEEKU INDUSTRIAL CO.,LTD",25820
69507,에치에프알,"HFR, Inc.",230240
69589,태경케미컬,"TAEKYUNG CHEMICAL CO.,LTD",6890
69590,오디텍,ODTech,80520
69594,경방,KYUNGBANG LTD,50
69595,토니모리,"TONYMOLY CO., LTD.",214420
69649,로체시스템즈,RORZE SYSTEMS CORPORATION,71280
69655,미래SCI,"MIRAE SCI CO., LTD.",28040
69658,한국화장품,"HANKOOK COSMETICS CO.,LTD.",123690
69665,한국컴퓨터,KOREA COMPUTER INC.,54040
69666,클래시스,CLASSYS Inc.,214150
69667,린드먼아시아,Lindeman Asia Investment Corporation,277070
69752,유성기업,"YOOSUNG ENTERPRISE CO.,LTD",2920
69817,테라텍,"TERATECH CO., LTD.",151750
69823,큐브엔터,"CUBE ENTERTAINMENT, INC.",182360
69872,오이솔루션,"OE Solutions Co., Ltd.",138080
69875,NEW,"Next Entertainment World Co., Ltd.",160550
69877,보락,"BOLAK CO.,LTD",2760
69879,디모아,"DMOA Co., Ltd",16670
69898,레이언스,"RAYENCE CO.,LTD.",228850
70053,광주신세계,"GwangjuShinsegae. Co.,Ltd.",37710
70059,혜인,HAEIN CORPORATION,3010
70086,제일테크노스,"JEIL TECHNOS CO.,LTD",38010
70097,하이텍팜,"HIGH TECH PHARM CO.,LTD.",106190
70140,한전KPS,"KEPCO Plant Service & Engineering Co., Ltd",51600
70176,상보,"SANGBOCo.,Ltd",27580
70312,JYP Ent.,JYP Entertainment Corporation,35900
70361,나눔테크,"NANOOMTECH Co., Ltd.",244880
70412,KG케미칼,KG Chemical Corporation,1390
70422,인포바인,"INFOvine co., Ltd.",115310
70438,코리아써키트,"KOREA CIRCUIT CO.,LTD",7810
70458,한일홀딩스,"HANIL HOLDINGS CO.,LTD.",3300
70470,부산산업,"BUSAN INDUSTRIAL CO.,LTD",11390
70503,서진오토모티브,"Seojin Automotive Co.,Ltd.",122690
70505,이화산업,"RIFA CO., LTD",760
70510,유비쿼스홀딩스,Ubiquoss Holdings Inc.,78070
70511,옵티시스,"OPTICIS CO., LTD.",109080
70551,위지트,"WIZIT Co., Ltd.",36090
70573,슈프리마,Suprema Inc.,236200
70592,제이에스코퍼레이션,JS Corporation,194370
70605,지어소프트,GAEASOFT ,51160
70663,네오위즈홀딩스,NEOWIZ HOLDINGS Corporation,42420
70694,SNT모티브,"SNT MOTIV CO.,LTD",64960
70696,조광페인트,"CHOKWANG PAINT CO.,LTD",4910
70698,네오셈,Neosem Inc.,253590
70702,엘오티베큠,"LOTVacuum.Co.,Ltd.",83310
70703,미래에셋맵스리츠,"Miraeasset Maps REIT 1 Co., Ltd.",357250
70856,신원,SHINWON CORPORATION,9270
70888,풍강,"PUNGKANGCO.,LTD",93380
70897,디케이락,DK-Lok Corporation,105740
70906,고려신용정보,"KORYO CREDIT INFORMATION CO.,LTD.",49720
70908,SHD,"SHIN HWA DYNAMICS CO.,LTD",1770
70925,SH에너지화학,"SH ENERGY & CHEMICAL CO.,LTD",2360
70926,대양전기공업,"DAEYANG ELECTRIC CO.,LTD",108380
70927,대봉엘에스,"Daebonglsco.,Ltd",78140
70933,한국전기초자,"HANKUK ELECTRIC GLASS CO.,LTD",9720
70978,플랜티넷,"PLANTYNETCo.,Ltd.",75130
70992,이노메트리,"INNOMETRY Co., Ltd.",302430
71037,맥스로텍,"MAXROTEC CO., LTD.",141070
71038,에스피지,"SPG CO., LTD",58610
71039,파버나인,"PAVONINE CO., LTD.",177830
71041,썸에이지,"Thumbage Co., Ltd.",208640
71042,아비코전자,"ABCO ELECTRONICS CO., LTD.",36010
71111,지스마트글로벌,"G-SMATT GLOBAL Co., Ltd.",114570
71140,하림,"HARIM Co., Ltd.",136480
71141,코리아에프티,KOREA FUEL-TECH CORPORATION,123410
71164,현대에버다임,HYUNDAI EVERDIGM Corp.,41440
71177,디아이동일,DI DONG IL CORPORATION,1530
71178,바이오플러스,"BioPlus Co., Ltd",99430
71200,에프엔에스테크,"FNS TECH. Co.,Ltd.",83500
71211,모나미,"MONAMI CO.,LTD",5360
71227,유진스팩9호,"EUGENE SPECIAL PURPOSE ACQUISITION 9 COMPANY Co., Ltd.",442130
71259,일신방직,"ILSHIN SPINNING CO.,LTD",3200
71260,바이오빌,"BIOVILL Co.,Ltd.",65940
71263,대한과학,"DAIHAN SCIENTIFIC CO., Ltd",131220
71265,KB오토시스,"KB Autosys Co.,Ltd",24120
71296,그리티,"GRITEE, Inc.",204020
71311,샘표,SEMPIO COMPANY,7540
71327,아세아제지,"ASIA PAPER MANUFACTURING CO.,LTD",2310
71348,유진테크,"EugeneTechnologyCo.,Ltd.",84370
71376,핑거스토리,"Finger Story CO., LTD.",417180
71396,동일산업,"DONGIL INDUSTRIES CO.,LTD",4890
71399,YBM넷,"YBM NET, Inc.",57030
71461,인터플렉스,"INTERFLEX CO., LTD.",51370
71462,천일고속,"CHUNIL EXPRESS CO.,LTD",650
71463,에이팸,APAM CORPORATION,73070
71464,예스티,"YEST Co.,Ltd.",122640
71509,스튜디오산타클로스,"STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd.",204630
71603,크라운해태홀딩스,"CROWNHAITAI Holdings CO.,LTD",5740
71610,에스에이엠티,"SAMT CO.,LTD.",31330
71618,인지소프트,"Inzisoft Co., Ltd.",100030
71619,뉴프렉스,"NEWFLEXTECHNOLGYCo.,LTD.",85670
71621,에프에스티,FINE SEMITECH Corp.,36810
71622,서한,Seohan,11370
71623,웹스,"WAPS Co., Ltd.",196700
71641,아이티엠반도체,"ITM Semiconductor Co., Ltd",84850
71668,세화피앤씨,SEWHA P&C INC.,252500
71678,서부T&D,"Seobu T&D Co.,Ltd",6730
71679,일지테크,"ILJI TECHNOLOGY CO.,LTD",19540
71680,프로텍,"PROTEC Co., Ltd.",53610
71682,에프엔씨엔터,"FNC ENTERTAINMENT Co., Ltd.",173940
71699,비아트론,"Viatron Technologies, Inc.",141000
71738,노브메타파마,"NovMetaPharma Co., Ltd.",229500
71741,이엠네트웍스,EM Networks Corporation,87730
71747,차백신연구소,CHA Vaccine Research Institute,261780
71811,엔에이치스팩27호,NH SPECIAL PURPOSE ACQUISITION 27 COMPANY,440820
71820,진에어,"JIN AIR CO,.LTD.",272450
71827,한솔홈데코,"Hansol HomeDeco co.,ltd.",25750
71842,로보로보,"RoboRobo Co., Ltd.",215100
71869,필옵틱스,"PHILOPTICS CO., LTD.",161580
71890,대정화금,"Daejung Chemicals & Metals Co., Ltd",120240
71891,슈프리마에이치큐,Suprema HQ Inc.,94840
71940,하스코,"HASCO.CO.,LTD",12760
71967,E1,E1 Corporation,17940
71970,메리츠금융지주,MERITZ FINANCIAL GROUP INC.,138040
71975,에스케이엔펄스,"SK enpulse Co., Ltd",57500
72032,엔에이치스팩26호,NHSPECIAL PURPOSE ACQUISITION26 COMPANY,439410
72036,엔에이치스팩25호,NH SPECIAL PURPOSE ACQUISITION 25 COMPANY,438580
72041,SK텔레콤,"SK TELECOM CO.,LTD",17670
72050,LX홀딩스,LX Holdings Corp.,383800
72113,STX,STX CORPORATION,11810
72114,한국큐빅,CUBIC KOREA INC.,21650
72115,한국카본,"HANKUK CARBON CO.,LTD",17960
72155,신흥에스이씨,"SHIN HEUNG ENERGY & ELECTRONICS CO., LTD.",243840
72175,진원생명과학,"GeneOne Life Science, Inc.",11000
72178,엘에이티,"LAT CO., LTD. ",311060
72185,LS,LS Corp.,6260
72188,KC산업,"KC INDUSTRY CO.,LTD.",112190
72220,KH바텍,"KH VATEC Co., LTD",60720
72288,천보,"Chunbo Co., Ltd.",278280
72328,경남스틸,"Kyeong Nam Steel Co., LTD",39240
72331,한국화장품제조,"HANKOOK COSMETICS MANUFACTURING CO.,LTD",3350
72333,미래에셋벤처투자,"Mirae Asset Venture Investment Co.,Ltd.",100790
72334,우원개발,"Woowon Development Co., Ltd.",46940
72335,대상홀딩스,"DAESANG HOLDINGS CO., LTD",84690
72397,이글벳,"Eagle Veterinary Technology Co.,Ltd",44960
72399,케이피티유,"Korea Plasma Technology U Co.,Ltd",54410
72401,아이윈,"iWIN CO.,LTD",90150
72430,코람코더원리츠,KORAMCO THE ONE REIT,417310
72445,신원종합개발,ShinwonConstruction,17000
72474,씨유테크,CU TECH CORPORATION,376290
72486,큐라클,"curacle co., ltd.",365270
72500,아이비케이에스제13호기업인수목적,IBKS No.13 Special Purpose Acquisition Company,351340
72521,예선테크,"YeSUN Tech Co., Ltd.",250930
72522,원티드랩,Wanted Lab Inc.,376980
72531,제이엠티,"JMT CO.,Ltd.",94970
72532,큐캐피탈,"Q Capital Partners Co., Ltd.",16600
72534,웹젠,Webzen Inc.,69080
72575,시노펙스,Synopex Inc.,25320
72583,비스토스,"Bistos Co., Ltd.",419540
72618,티쓰리,T3 Entertainment Inc.,204610
72625,교보13호스팩,Kyobo 13 Special Purpose Acquisition Company,440790
72655,성도이엔지,SUNGDO Engineering & Construction.,37350
72665,에스티아이,Systems Technology Incorporated,39440
72794,카카오페이,kakaopay Corp.,377300
72799,한국씨티은행,Citibank Korea Inc.,16830
72800,하이트진로,HITE JINRO,80
72809,자비스,"XAVIS CO., Ltd.",254120
72817,케이엠제약,"KMPHARMACEUTICAL Co.,Ltd.",225430
72834,마이크로엔엑스,"Micro-NX Co., Ltd.",448780
72860,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD",100660
72861,대구백화점,"Daegu Department Store Co., Ltd",6370
72886,알에스오토메이션,"RS AUTOMATION CO.,LTD.",140670
72890,현대에이치티,"HYUNDAI HT CO,LTD.",39010
72891,퍼스텍,"FIRSTEC CO.,LTD.",10820
72905,오픈베이스,"Openbase, Inc.",49480
72917,송원산업,"SONGWON INDUSTRIAL CO.,LTD",4430
72932,멕아이씨에스,"MEKICS Co., Ltd",58110
73014,카카오뱅크,KakaoBank Corp.,323410
73071,케이씨에스,Korea Computer & Systems Inc.,115500
73072,삼화페인트공업,"SAMHWA PAINT INDUSTRIAL CO.,LTD",390
73129,삼일,SamIl,32280
73147,인포뱅크,InfoBankCorporation,39290
73153,빅솔론,"BIXOLONCo.,Ltd",93190
73154,신영해피투모로우제6호기업인수목적,Shinyoung HappyTomorrow No.6 Special Purpose Acquisition,344050
73176,케이씨텍,"KCTECH CO., LTD",281820
73182,광주은행,"The Kwangju Bank, Ltd.",192530
73184,에코솔루션,"ECO Solutions Co., Ltd.",52510
73236,케이비제20호기업인수목적,KB No.20 Special Purpose Acquisition Company,342550
73238,조비,"CHOBI CO.,LTD",1550
73256,핌스,PIMS Inc.,347770
73287,데이터스트림즈,Data Streams Corp.,199150
73293,부산주공,"PUSAN CAST IRON CO.,LTD",5030
73391,한국단자공업,"KOREA ELECTRIC TERMINAL CO.,LTD",25540
73425,엔젯,"ENJET Co.,LTD",419080
73469,아이퀘스트,"IQUEST Co., Ltd.",262840
73484,코셋,Coset Inc.,189350
73496,파이버프로,"FIBERPRO, Inc.",368770
73508,제노코,"Genohco, Inc",361390
73524,자유투어,"Freedom Travel Co., Ltd.",46840
73595,와이엠씨,"YMC Co., Ltd.",155650
73608,브이씨,VC Inc.,365900
73639,피델릭스,"Fidelix Co., Ltd.",32580
73656,파워넷,POWERNET TECHNOLOGIES CORPORATION,37030
73695,두산밥캣,Doosan Bobcat Inc.,241560
73732,GH신소재,GH Advanced Materials Inc.,130500
73749,SK리츠,"SK REIT Co., Ltd.",395400
73791,디티앤씨알오,"DT&CRO CO., Ltd.",383930
73811,에스텍,ESTec Corporation,69510
73864,동양에스텍,"Dongyang S·TEC Co., Ltd.",60380
73866,아이컴포넌트,"i-Components Co., Ltd",59100
73867,휴맥스홀딩스,"Humax Holdings Co., Ltd",28080
73931,쎄니트,"CENIT CO., LTD",37760
73945,성원,"Sungwon Co.,Ltd.",15200
73968,타이드,"TIDE Co., Ltd.",346010
74016,오리온홀딩스,ORION Holdings Corp.,1800
74049,유안타제7호기업인수목적,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,367460
74050,대성하이텍,"Daesung Hi-Tech Co., Ltd.",129920
74052,노루홀딩스,"NOROO HOLDINGS CO., LTD",320
74053,태양금속공업,"TAEYANG METAL INDUSTRIAL CO.,LTD",4100
74057,성신양회,"SUNGSHIN CEMENT CO.,LTD.",4980
74079,에스제이그룹,"SJ Group Co., Ltd.",306040
74132,ESR켄달스퀘어리츠,"ESR Kendall Square REIT Co., Ltd.",365550
74163,플레이디,"PlayD Co., Ltd.",237820
74185,현대위아,HYUNDAI WIA,11210
74200,케이피에프,KPF,24880
74207,엔터미디어,"ENTERMEDIA CO., LTD",68420
74218,진성티이씨,JINSUNG T.E.C,36890
74237,영화테크,"Younghwa Tech Co., Ltd.",265560
74267,헝셩그룹,HENG SHENG HOLDING GROUP COMPANY LIMITED,900270
74269,탈로스,"Talos Co., Ltd.",434190
74270,원익피앤이,"WONIK PNE CO., LTD",131390
74271,HB테크놀러지,"HB Technology CO.,LTD.",78150
74292,우진아이엔에스,"WOOJIN I&S Co.,Ltd",10400
74320,한농화성,HANNONG CHEMICALS INC,11500
74321,덕성,"DCKSUNG CO.,LTD",4830
74368,상아프론테크,"SANG-A  FRONTEC CO., LTD.",89980
74401,가온칩스,"GAONCHIPS CO., LTD.",399720
74442,모보,"MOBO CO.,LTD",51810
74446,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",75580
74448,신한,"SHINHAN ENGINEERING & CONSTRUCTION CO.,LTD",5450
74459,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",171010
74461,서린바이오,"SeouLinBioscienceCO.,LTD.",38070
74462,아세아시멘트,"ASIA CEMENT CO.,LTD.",183190
74464,아이엠텍,IM Tech Inc.,226350
74465,호텔신라,"HOTEL SHILLA CO.,LTD",8770
74493,한국정보통신,KoreaInformation&Communication,25770
74500,선익시스템,"SUNIC SYSTEM Co., Ltd.",171090
74507,한국정밀기계,"HNK MACHINE TOOL CO.,LTD.",101680
74512,핸디소프트,"HANDYSOFT, Inc.",220180
74556,금화피에스시,"GEUMHWA PSC CO.,LTD.",36190
74572,풍산,POONGSAN CORPORATION,103140
74575,삼성전기,"SAMSUNG ELECTRO-MECHANICS CO.,LTD",9150
74578,하이트진로홀딩스,"HITEJINRO HOLDINGS CO., LTD",140
74579,이노션,INNOCEAN WORLDWIDE INC.,214320
74611,파인엠텍,"Fine M-Tec Co.,Ltd.",441270
74645,제이엘케이,"JLK, Inc.",322510
74659,에이치디씨영창,"HDC YOUNGCHANG CO., LTD.",1890
74665,LF,LF Corp.,93050
74667,SG세계물산,SG CORPORATION,4060
74668,유니퀘스트,UNIQUEST COPORATION,77500
74669,동아화성,"DONG-A HWA SUNG CO.,LTD",41930
74670,조은저축은행,CHOEUN SAVINGS BANK,31920
74675,유엔젤,UANGEL CORPORATION,72130
74708,경동도시가스,"KYUNGDONG CITY GAS CO.,LTD",267290
74711,경인전자,"KYUNGIN ELECTRONICS CO.,LTD",9140
74713,에스씨디,"SCD CO.,LTD.",42110
74714,나노엔텍,"NanoenTek,Inc.",39860
74715,정상제이엘에스,"JLS CO.,LTD.",40420
74752,EMB,"EMB CO.,LTD.",278990
74759,미스터블루,Mr. Blue Corporation,207760
74760,테크트랜스,"Tech Trans co., Ltd",258050
74761,이노진,"INNOGENE Co., Ltd.",344860
74781,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",94480
74827,부스타,"BOOSTER CO., LTD.",8470
74842,케이에스피,"KSPCO.,LTD",73010
74846,피에이치에이,"PHA Co., Ltd.",43370
74851,경동인베스트,"KYUNGDONG INVEST CO., LTD.",12320
74880,블루탑,"BLUETOP CO.,LTD.",191600
74883,아가방컴퍼니,AGABANG&COMPANY,13990
74884,YW,YW COMPANY LIMITED,51390
74885,파워로직스,POWER LOGICS,47310
74937,성우테크론,SUNGWOO TECHRON COMPANY,45300
74938,국순당,"KOOK SOON DANG CO.,LTD",43650
74940,BGF,"BGF CO., LTD.",27410
74942,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",2290
74944,태원물산,"TAEWONMULSAN CO.,LTD",1420
74945,네오티스,"NEOTECHNICALSYSTEMCO.,LTD",85910
74999,SK가스,SK GAS LTD,18670
75020,더네이쳐홀딩스,"THE NATURE HOLDINGS CO., LTD",298540
75040,한국주강,"HANKOOK STEEL CO.,LTD",25890
75065,와이솔,"WiSoL Co.,LTD.",122990
75066,디아이씨,DAE-IL Corporation,92200
75098,서원인텍,"SEOWONINTECH.CO.,LTD",93920
75131,대덕,"DAEDUCK Co.,LTD",8060
75134,효성티앤씨,Hyosung TNC Corporation,298020
75136,LG헬로비전,LG HelloVision Corp.,37560
75138,대덕전자,"DAEDUCK ELECTRONICS CO.,LTD",353200
75140,신영스팩8호,Shinyoung HappyTomorrow No.8 Special Purpose Acquisition,430220
75142,에이엔피,AUTOMOBILE & PCB,15260
75143,아세아,"ASIA HOLDINGS CO.,LTD",2030
75144,엔에이치엔,NHN Corporation,181710
75145,성우전자,"SUNGWOOELECTRONICSCO.,LTD.",81580
75149,한네트,"HANNET CO., LTD.",52600
75153,대원화성,"DAEWON CHEMICAL CO.,LTD",24890
75161,안랩,"AHNLAB,INC.",53800
75203,유엑스엔,"UXN Co., Ltd.",337840
75204,코메론,KOMELON CORPORATION,49430
75205,현대로템,Hyundai-Rotem Co.,64350
75237,경남에너지,"KYUNGNAM ENERGY CO.,LTD",8020
75255,폴루스바이오팜,POLUS BioPharm Inc.,7630
75311,금강공업,"KUMKANG KIND CO.,LTD",14280
75312,대신증권,"DAISHIN SECURITIES CO.,LTD",3540
75347,신영스팩9호,Shinyoung HappyTomorrow No.9 Special Purpose Acquisition Company,445970
75400,효성화학,Hyosung Chemical Corporation,298000
75415,원익머트리얼즈,"WONIK Materials Co.,Ltd.",104830
75416,DB손해보험,"DB INSURANCE CO.,LTD",5830
75418,주노콜렉션,"JUNO COLLECTION CO.,LTD",221670
75456,인탑스,"INTOPS CO., LTD.",49070
75457,벽산,BYUKSAN CORPORATION,7210
75459,패션플랫폼,"Fashion Platform Co.,Ltd.",225590
75472,신세계톰보이,SHINSEGAE TOMBOY,12580
75492,라닉스,RANIX INC.,317120
75514,아이앤씨,"I&C Technology Co., Ltd.",52860
75517,메지온,"Mezzion Pharma Co., Ltd.",140410
75529,한국월드와이드베트남부동산개발특별자산1호투자회사,Vietnam Real Estate Development Fund1,96300
75570,한국콜마,"KOLMAR KOREA CO.,LTD",161890
75572,우수AMS,"WOOSU AMS CO., LTD.",66590
75683,원익,"WonIk Co.,LTD",32940
75684,우리로,"WOORIRO CO., LTD",46970
75686,우리산업,"WOORY INDUSTRIAL CO.,LTD.",215360
75687,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO.,LTD",32350
75692,하츠,HAATZ Inc.,66130
75693,아나패스,"Anapass, Inc.",123860
75709,삼화전기,"SAMWHA ELECTRIC CO.,LTD",9470
75716,현대코퍼레이션,HYUNDAI CORPORATION,11760
75740,포메탈,"FORMETAL CO., LTD",119500
75801,지에프씨생명과학,"GFC Life Science Co., Ltd.",388610
75802,하나금융15호기업인수목적,Hana Financial Fifteenth Special Purpose Acquisition Company,341160
75805,웨이브일렉트로,"WaveElectronicsCo.,Ltd.",95270
75838,한독크린텍,"Handok Clean Tech Co., Ltd.",256150
75857,씨엔플러스,"CNPLUS Co., Ltd.",115530
75904,켐온,CHEMON Inc.,217600
75905,코리아센터,"Koreacenter Co.,Ltd.",290510
75983,씨앤에스링크,"CNSLINK Co., Ltd",245450
76014,더존비즈온,"DOUZONE BIZON CO.,LTD",12510
76074,이엘피,ELP Corp.,63760
76077,스튜디오미르,"Studio Mir Co., LTD.",408900
76085,박셀바이오,Vaxcell-Bio Therapeutics,323990
76100,이노와이어리스,"InnoWirelessCo.,Ltd.",73490
76102,이엠넷,EMNET INC.,123570
76104,현대리바트,HYUNDAI LIVART FURNITURE COMPANY LIMITED,79430
76149,링크제니시스,"Linkgenesis Co., Ltd.",219420
76157,오픈엣지테크놀로지,"Openedges Technology, Inc.",394280
76219,한섬,HANDSOME CORPORATION,20000
76220,금호석유화학,"KUMHO PETRO CHEMICAL CO.,LTD",11780
76273,위즈코프,"WIZ CORP, Inc.",38620
76276,육일씨엔에쓰,"RYUK-IL C&S., Ltd.",191410
76277,CS홀딩스,"CS Holdings Co.,Ltd.",590
76278,유아이엘,"UIL Co.,Ltd",49520
76279,흥구석유,HeunguOil,24060
76297,이랜시스,"Elensys Co.,Ltd.",264850
76298,피앤텔,PEOPLE & TELECOMMUNICATION INC.,54340
76330,대창스틸,"DaeChang Steel CO., LTD.",140520
76331,제닉,"Genic Co.,Ltd",123330
76332,부국철강,Bookook Steel,26940
76333,에스디시스템,"SD system  Co., Ltd",121890
76335,그린케미칼,"GREEN CHEMICAL CO.,LTD.",83420
76351,풍림산업,"POONGLIM INDUSTRIAL CO.,LTD",1310
76442,알에프텍,"RFTECH CO., LTD",61040
76460,미코,MiCo Ltd.,59090
76466,한국가스공사,KoreaGasCorporation,36460
76467,더블유씨피,"W-SCOPE CHUNGJU PLANT Co., Ltd.",393890
76482,우성아이비,"WOOSUNG  I.B.CO., LTD.",194610
76486,디와이씨,"DYC CO.,LTD.",310870
76500,유티아이,UTI INC.,179900
76518,비츠로셀,"VITZROCELL Co.,Ltd.",82920
76520,파인디앤씨,"FINE DNC CO.,LTD.",49120
76521,디와이홀딩스,"DYHOLDINGS Co., Ltd.",4510
76522,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",18310
76523,서흥,"SUHEUNG CO.,LTD.",8490
76524,팬오션,"Pan Ocean Co., Ltd.",28670
76577,메가스터디,"MegaStudyCo.,Ltd.",72870
76578,비비안,VIVIEN CORPORATION,2070
76579,유진로봇,"Yujin Robot Co., Ltd.",56080
76582,이화공영,EehwaConstruction,1840
76621,에이치시티,"HCT CO., LTD.",72990
76670,솔본,"SOLBORN, Inc.",35610
76684,DSR,DSR CORP,155660
76761,미래나노텍,"MNTECHCo.,Ltd.",95500
76772,네온테크,"Neontech Co., Ltd.",306620
76774,디와이파워,DY POWER Corporation,210540
76829,두함지개발,"Seojoo Industrial Development Co.,Ltd.",16140
76831,휴림로봇,"Hyulim ROBOT Co.,Ltd.",90710
76922,디지털대성,"Digital Daesung Co., Ltd.",68930
76945,엠소닉,EMSONIC CORPORATION,8120
76990,원익큐브,WONIK CUBE Corp.,14190
77004,케어룸의료산업,"KAREROOM MEDICAL EQUIPMENT CO.,LTD.",327970
77015,DB,DB Inc.,12030
77022,해원에스티,"HAE WON STEELTECH.CO.,LTD",58480
77070,퍼시스,FURSYS INC,16800
77071,옴니시스템,"OmnisystemCo.,Ltd",57540
77073,아이텍,"ITEK, Inc.",119830
77074,액토즈소프트,"ACTOZ SOFT CO., LTD.",52790
77134,네오펙트,"NEOFECT Co.,Ltd",290660
77151,에이펙스인텍,"APEX INTEC Co.,LTD.",207490
77206,레인보우로보틱스,Rainbow Robotics,277810
77229,펌텍코리아,"PUM-TECH KOREA CO., LTD.",251970
77270,바이오노트,"BioNote, Inc.",377740
77287,지디,"Global Display Co., Ltd.",155960
77314,신송홀딩스,SINGSONGHOLDINGS,6880
77324,이베스트기업인수목적5호,Ebest Special Purpose Acquisition No5 Company,349720
77493,풍국주정,"Pungguk Ethanol Co.,Ltd.",23900
77522,덕산테코피아,"Duksan Techopia Co., Ltd.",317330
77545,성창기업지주,Sungchang Enterprise Holdings Limited.,180
77640,심팩인더스트리,"SIMPACINDUSTRIES CO., LTD",5350
77641,유니온머티리얼,Union Materials Corp.,47400
77778,유진증권,"EUGENE INVESTMENT & SECURITIES CO., LTD",1200
77856,실리콘투,"SILICON 2 Co.,Ltd.",257720
77877,인터지스,"INTERGIS CO., LTD",129260
77880,제룡전기,"CHERYONG ELECTRIC CO.,LTD.",33100
77888,이엠티,"Energy Material Technology Co., Ltd.",232530
77942,지역난방공사,KOREA DISTRICT HEATING CORPORATION,71320
77943,삼천리,"SAMCHULLY CO.,LTD",4690
78057,대창단조,"DAECHANG FORGING CO.,LTD",15230
78088,선광,"SUN KWANG Co.,Ltd",3100
78115,퓨전,"Fusion Co.,Ltd",195440
78172,큐리언트,"Qurient Co., Ltd.",115180
78173,브리지텍,BRIDGETECCorp.,64480
78174,나노신소재,"Advanced Nano Products Co., Ltd.",121600
78252,씨엔알리서치,C&R Research Inc.,359090
78274,한국내화,"KOREA REFRACTORIES CO.,LTD",10040
78303,네오위즈,NEOWIZ,95660
78334,디젠스,"Dgenx Co., Ltd.",113810
78335,코위버,"COWEAVER Co.,Ltd.",56360
78336,PN풍년,"PNPOONGNYUN CO.,LTD",24940
78450,얼라인드,"Aligned Genetics, Inc.",238120
78459,일레덱스홀딩스,"ELEDEX HOLDINGS CO.,LTD",33550
78509,삼화전자공업,"SAMWHA ELECTRONICS CO.,LTD",11230
78519,오리엔탈정공,"ORIENTAL PRECISION & ENGINEERING CO.,LTD.",14940
78549,다함이텍,"DAHAAM e-TEC CO., LTD",9280
78562,아진엑스텍,"AJINEXTEK Co., Ltd.",59120
78563,승일,SEUNG IL Corporation,49830
78617,피에스케이,PSK INC.,319660
78758,SNT홀딩스,"SNT Holdings CO.,LTD ",36530
78797,대한유화,"KOREA PETRO CHEMICAL IND CO.,LTD",6650
78814,티이엠씨,"TEMC Co., Ltd.",425040
78838,칩스앤미디어,"Chips&Media, Inc.",94360
78847,질경이,"JILGYUNGYI CO.,LTD.",233990
78848,이글루,IGLOO Corporation,67920
78851,아이디스,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO., LTD.",143160
78852,금호전기,"KUMHO ELECTRIC CO.,LTD",1210
78854,다산네트웍스,"DASAN Networks, Inc.",39560
78856,윌비스,"THE WILLBES & CO.,LTD",8600
78882,인터로조,INTEROJO CO. LTD.,119610
78907,진바이오텍,"GeneBioTechCo.,Ltd.",86060
78924,쿠첸,"Cuchen Co., Ltd.",225650
78983,무학,Muhak,33920
79015,아이디스홀딩스,"IDIS Holdings Co., Ltd",54800
79040,유한양행,YUHAN CORPORATION,100
79078,NE능률,"NE Neungyule, Inc.",53290
79079,아즈텍WB,AZTECH WB CO. LTD,32080
79080,DSR제강,DSR WIRE CORP,69730
79081,신화콘텍,"Shin Hwa Contech Co.,Ltd.",187270
79096,한국스탠다드차타드은행,Standard Chartered Bank Korea Ltd,110
